gene	rank
TRPA1	1.7128
PGS1	1.7115
MIRLET7BHG	1.7103
C12orf50	1.709
PBRM1	1.7085
PRRT3	1.7083
DDB1	1.7081
UBE3C	1.7077
LOC100128006	1.7075
SMN1.3	1.7074
GLIPR1	1.707
DCTN2	1.7045
SDF2	1.704
RUNX1	1.7039
ACOXL	1.7038
INSYN1	1.7027
HTR1D	1.7
ERLEC1	1.6995
RNF40	1.6944
LMBR1	1.6944
INTS7	1.6943
DNAH2	1.6942
CPEB1-AS1	1.6939
ARHGAP10	1.6915
GPX1	1.6908
BST2	1.6907
ATP6V1D	1.6903
TMC4.2	1.6882
NECTIN3	1.686
RAB28	1.6858
CCNL2	1.684
AGER.1	1.6835
DNAJC27	1.6827
SEC61G	1.6822
DKK2	1.6816
SH3BP5	1.6809
IGSF6	1.6808
UGGT2	1.6805
CPA4	1.6798
HYPK	1.6792
COIL	1.6789
WIZ	1.6784
UBOX5	1.6779
FCGR2B	1.6769
LINC00311	1.6755
C13orf46	1.675
PIEZO1	1.6744
CYRIB	1.6742
CCNJL	1.6741
LOC101928847	1.672
CABP4	1.6719
RUFY3	1.6717
SLC35B1	1.6716
NEBL	1.6705
SPRED1	1.6699
HIC2	1.6688
JPX	1.6687
DDX50	1.6686
NOL7	1.6686
PABPC1	1.6674
SZT2	1.6674
WDR17	1.6667
GNL2	1.6659
LINC00173	1.6658
IFI35	1.6647
CTC1	1.6638
PIK3R6	1.6634
TYW1	1.662
CHGB	1.6606
TLNRD1	1.6605
EIF5B	1.6565
KCNMB3	1.6559
RN7SL740P	1.6558
RBMS2	1.6558
RPSAP36	1.6557
OCRL	1.6551
INTS14	1.6551
ASAP2	1.6548
CACNA2D1-AS1	1.6548
CYP27C1	1.6527
MARVELD2	1.6504
EIF4H	1.6487
ANKRD40CL	1.648
LOC100133091.1	1.6471
DLD	1.6464
H3-2	1.6461
ZNF746	1.6412
LRP2BP	1.6411
LARGE1	1.6404
CDH3	1.64
LRRIQ1	1.6396
WDR19	1.639
SOGA3	1.6381
TMEM40	1.6376
MIB2	1.636
RBFOX3	1.636
CCT6B	1.6351
RGL2	1.6333
MEG3	1.6311
HSPA1L	1.6308
INPP5K	1.6297
PRRC2A.2	1.6292
SHKBP1	1.6276
SLC37A1	1.6271
ITPRIPL1	1.6262
PDAP1	1.6251
DENND6A-DT	1.624
DHX37	1.622
DHX16	1.6219
LDB3	1.6204
ARNT2	1.6184
TAF9.1	1.6172
OARD1	1.6171
ARHGAP28	1.6156
NAALADL2	1.6152
SNX22	1.6148
POLR2J3	1.6147
GCOM1	1.6134
MKNK2	1.6133
VGLL3	1.613
PRDM11	1.6125
CLOCK	1.6105
MYL12B	1.61
CRTAM	1.6098
ZNF135	1.6097
PSMC1	1.6094
KCND3	1.6084
TMSB4X	1.6083
CPSF7	1.6081
SSC5D	1.6076
CHURC1-FNTB	1.6068
DESI2	1.6067
ST20-MTHFS	1.6067
LRG1	1.6063
CLDN16	1.6052
C3orf14	1.6044
FOXN2	1.6037
BRWD1	1.6033
CENPL	1.5995
ABL1	1.5993
DTWD2	1.5985
KCTD5	1.5983
SRD5A3-AS1	1.5982
ZNF793	1.5978
ZKSCAN5	1.5966
PRKCE	1.596
LOC400499	1.5936
LINC02210	1.5922
C9orf72	1.5912
SLC41A1	1.5911
ABTB1	1.5908
DAZAP2	1.5907
CYP1A1	1.5904
RBM10	1.5892
C10orf82	1.5886
LOC100507053	1.5879
SLC6A6	1.5875
MAP3K3	1.5873
POU2AF1	1.5871
DCAF6	1.5868
VDR	1.5856
KIF5B	1.5853
BIN1	1.5852
FAM153A	1.5847
PERP	1.5843
JAK3	1.584
MZF1-AS1	1.5837
SPG7	1.5836
MACF1	1.5836
APTX	1.5817
STAU2	1.5813
TMCO1	1.581
ZNF829	1.5802
TERB1	1.58
LOC100268168	1.5798
BRPF1	1.579
KLC2	1.5777
PLEKHD1	1.576
MORF4L1	1.5758
INPP4B	1.5746
C1QA	1.5745
AQP6	1.5744
PIK3IP1	1.5739
PFDN2	1.5721
ARMC3	1.572
CYP26B1	1.5717
TGFB2	1.5696
VCPIP1	1.5679
MIR663AHG	1.566
ZNF225	1.5657
BAG6.4	1.5641
LTB	1.5635
GPR82	1.5625
MRPS36	1.5599
FGFRL1	1.5594
PLCB1	1.5588
ABCF3	1.5557
CCDC40	1.5543
ARHGEF40	1.5533
TAX1BP1	1.5532
RAD18	1.553
EPHA10	1.5529
CPOX	1.5525
CDC34	1.5515
PRSS27	1.5512
LRRC42	1.5503
ATP6V0D2	1.5479
MITF	1.5473
PBX2.2	1.5468
SLCO2B1	1.5445
TEN1	1.5443
PRPF31.1	1.5441
ATRNL1	1.544
ATMIN	1.5437
TCTN1	1.5433
RFC2	1.5426
PIK3C2A	1.5421
UBE2F	1.5395
TPH2	1.5394
ADAMTSL4-AS1	1.5381
RAVER1	1.5355
TRIM56	1.5348
ZNF429	1.5345
CSNK2B.4	1.5341
AP3D1	1.5341
PARD3	1.5339
CD81	1.5331
JADE3	1.531
LINC01840	1.5298
KLHL6-AS1	1.5294
MARK1	1.5285
CCDC146	1.5276
BMP7	1.5275
TRMT11	1.5269
PBX4	1.5268
PLCL2	1.5267
HNF1A	1.5253
SLC28A2	1.5244
PRKAG2	1.5233
ELOC	1.5224
LINC01553	1.5206
LOC107984875	1.5206
PDC-AS1	1.5197
ZNF525	1.5195
CAMSAP2	1.5191
CRIPT	1.5189
CLTC	1.5186
CEBPZ	1.5184
SCYL1	1.518
LINC01978	1.5177
SARNP	1.5177
UTP20	1.5165
KRT8	1.516
LINC01204	1.5136
PADI4	1.5136
POPDC2	1.5127
NFX1	1.5124
TTF1	1.5119
KCTD13	1.5104
RAB31	1.5096
WDPCP	1.5087
ZFP42	1.5085
LINC00174	1.5078
NFYA	1.5075
FBXW4P1	1.5055
VPS37B	1.5054
LINC01252	1.5052
LINC00330	1.504
TBXAS1	1.504
DEDD	1.5033
ATG13	1.503
CD34	1.5018
HS6ST2	1.5016
DACT3	1.4992
ULBP1	1.4991
CTSH	1.499
KCNN3	1.498
C8orf37	1.4967
TCERG1	1.4957
POU5F2	1.493
PGAP1	1.4925
EPN2	1.4919
ZNF257	1.4915
ZNF566	1.4908
WDR24	1.4906
SCN7A	1.4899
TMEM115	1.4898
NEK8	1.4876
GATAD1	1.4871
QTRT1	1.4864
RN7SL121P	1.4863
CPM	1.4844
LRIG2-DT	1.4839
SPIRE1	1.4833
LCORL	1.4813
ASB3	1.4795
MYH11	1.4788
PJA2	1.4778
NUDT17	1.4768
PDE1C	1.4749
LOC644090	1.4734
CEP295	1.4726
HACD2	1.4725
LOC100287792	1.4699
RNU1-28P	1.4681
SOD1	1.468
BAG6.3	1.4677
HTD2	1.4677
ARSK	1.467
UBE2L6	1.4656
KHDC4	1.4649
TRIML2	1.4625
PTGES	1.4622
EBLN3P	1.4614
NEK1	1.4613
NRDE2	1.4611
NANOG	1.4589
VTI1A	1.4576
KLK11	1.457
WNT9B	1.4556
SELENOF	1.4551
DCLK3	1.455
CXXC4-AS1	1.4541
LINC01278	1.4534
GIMAP8	1.4534
SBF1	1.4516
GGA1	1.4513
EOGT	1.4508
WDR4	1.4493
FAXDC2	1.4464
VARS1.2	1.4458
MAPK7	1.4434
VRK2	1.4426
RTL5	1.4426
SLC30A4	1.4424
TM9SF2	1.4423
ATP11A	1.4422
SMU1	1.4414
PLXNA4	1.4413
TTC4	1.4406
INHBA-AS1	1.4404
CHN1	1.4386
GPALPP1	1.4384
PCNP	1.4382
RAI14	1.438
DFFBP1	1.4364
CAVIN4	1.4355
ELP5	1.4352
CACNB2	1.4335
LIFR-AS1	1.4332
RN7SL460P	1.4289
POPDC3	1.4289
AP1S2	1.4285
RPAP3	1.4278
SLC25A32	1.4272
CARD16	1.4266
DHX8	1.424
AGAP11	1.4238
LINC00477	1.4237
CDC42SE2	1.4233
NPIPB3	1.422
ATP6V1B2	1.4218
CPT1C	1.4208
VPS9D1	1.4187
CDH13	1.4183
SLC9A7P1	1.4181
RBAK	1.4181
IDI2-AS1	1.4181
ADGRB1	1.4179
INSL6	1.4176
LOC102724238	1.4169
TRMT6	1.4158
EML1	1.4129
CLPX	1.4116
CEACAM1	1.4113
KCNK3	1.4112
VASP	1.4108
MMP14	1.41
HSPE1-MOB4	1.4096
GABBR1	1.4083
PDCD7	1.408
ACO2	1.4078
AMY1C	1.4066
FAM149B1	1.406
SF3B5	1.4058
JAG1	1.4058
CAPN2	1.4054
PRR3	1.4051
AFG1L	1.4046
SVEP1	1.4034
CCN5	1.4027
RPL9P11	1.4026
PDE2A	1.4024
TTC7B	1.4007
VAMP3	1.4006
ZNF354B	1.4
TTC41P	1.4
INSM1	1.3981
ZNF280D	1.3958
NDRG1	1.3954
RPL7L1	1.3951
HERC3	1.3935
NKAP	1.3929
COX7B	1.3929
FAM122C	1.3928
SNX31	1.3924
LINC00887	1.3907
LONRF2	1.3907
TRPM6	1.3902
STOX2	1.3898
RNU1-103P	1.3893
RN7SL622P	1.3852
LAMA4	1.3849
STRC	1.3849
ID3	1.3829
DNAJC24	1.3829
CREG2	1.3817
DDX19A	1.3808
CPSF2	1.3805
PANK3	1.3796
RPS6KA5	1.3789
TNFRSF1A	1.3785
PPP4C	1.3772
LILRA6.1	1.376
SHC4	1.3748
TNFRSF11B	1.3742
ZSCAN20	1.3734
ZNF677	1.3733
IFITM1	1.3732
LINC01558	1.3719
GLCCI1	1.3707
KCTD9	1.3706
MYORG	1.3687
HOXC-AS3	1.3678
ROS1	1.3668
TRAK1	1.3667
IFT20	1.3654
GFER	1.3651
CDADC1	1.3646
CABYR	1.3644
CYP3A5	1.3639
BNIP2	1.3637
GALNT7	1.3636
TRMT61A	1.3633
TSPAN19	1.3615
SPINK9	1.361
NXT2	1.3599
VPS16	1.3594
CCNI2	1.3593
ZNF155	1.3589
CD163	1.3577
SEC14L4	1.3556
LYPLA1	1.3539
HIF1AN	1.353
LIPG	1.3525
DAD1	1.3524
BBS7	1.3523
ZNF551	1.3522
CFAP58	1.352
ZNF215	1.3485
TAF3	1.3471
SCO1	1.3451
LEMD1-DT	1.3449
TMEM236	1.3439
ORM1	1.3435
FBXL2	1.3424
POU6F1	1.3419
RN7SL454P	1.3416
PAK2	1.3415
UPF2	1.3412
HCAR1	1.34
RN7SK	1.3398
CYP19A1	1.3391
SH3GL1	1.3389
INGX	1.3381
AGTPBP1	1.3379
ADIRF-AS1	1.3376
FAM110D	1.3363
DUSP3	1.3356
CFHR1	1.3355
NCKAP1	1.335
PLCD3	1.3347
CAMK4	1.3322
ACP2	1.3314
FOXN3	1.3312
SOX7	1.3308
GLRX3	1.3302
RPL10P16	1.3285
C1orf210	1.3282
UTP23	1.327
ZNF483	1.3259
POLR3F	1.3253
TIMM22	1.3248
RSAD2	1.3242
PAK3	1.3237
DEPDC1-AS1	1.3222
MON1B	1.3217
MOB3B	1.3214
LINC02042	1.3209
TRAPPC2B	1.3204
LOC112268176	1.3204
TOP1MT	1.3202
CHST5	1.3202
STXBP5L	1.3196
LOC101929586	1.3191
IHO1	1.3188
CCNG2	1.3186
ZBTB41	1.3182
MEIS1	1.318
CSPP1	1.3175
MBOAT7.2	1.3158
SLC13A4	1.3155
HSF2	1.3141
PTGR2.1	1.3137
PARP10	1.313
MKNK1	1.3128
ACVR2B-AS1	1.3122
FAM71F2	1.3119
LINC01443	1.3112
RAB8A	1.3112
TTBK2	1.3111
COX18	1.31
SLC16A10	1.3093
HEG1	1.3091
ABHD16A	1.3081
HEXA	1.3076
SMARCD1	1.307
KRIT1	1.3056
HSPA14	1.3056
SLCO5A1	1.3053
HOATZ	1.3048
DCAF5	1.3044
CRAT37	1.3037
LINC01554	1.3034
SH3BGRL2	1.3033
RAB11B	1.3032
XYLT1	1.3027
ZNF487	1.3026
SUPT3H	1.3021
MTREX	1.3011
APC	1.3011
LINC00937	1.3006
ZNF714	1.2978
C18orf21	1.2969
THRIL	1.2967
KCNJ15	1.2964
PTBP3	1.2948
LAMP1	1.294
RN7SL650P	1.2927
PRMT9	1.2926
FRK	1.2925
SDAD1-AS1	1.2914
MYT1L	1.2909
VBP1	1.2905
LINC01119	1.2898
PPP2R5CP	1.2897
YWHAQP5	1.2893
CD2BP2-DT	1.2891
CPQ	1.2887
RMDN3	1.2883
RBBP6	1.2877
GALNT18	1.2867
RGS9	1.2856
UPRT	1.2852
ADAM8	1.2845
GRWD1	1.2841
SENP7	1.2835
SPATA13	1.2832
TAF1B	1.2815
SFMBT1	1.2815
LOC105375624	1.2809
FNTA	1.2808
ZNF624	1.28
TSEN34	1.2794
CDK1	1.2782
FAM174A	1.2774
SEC16A	1.2772
FAM230C	1.2766
ANTXR2	1.2749
EPO	1.2737
H2BC18	1.2736
R3HDM2	1.2726
ZNF175	1.2718
EREG	1.2717
TLE1	1.2707
CEP170B	1.2694
LUZP2	1.2677
STOM	1.2672
UXT-AS1	1.2662
PNN	1.2653
RAB36	1.2642
SLC22A9	1.264
RAD21	1.2632
PKD1L1	1.2631
LINC01483	1.2627
IFT43	1.2613
CRISPLD2	1.2599
ZBTB16	1.2591
CADM2	1.2586
CRABP2	1.2578
SERTAD3	1.2573
ATP5MD	1.2573
FAT4	1.2563
LOC101928174	1.2559
CHST15	1.2553
MIR7111	1.2527
SPECC1L-ADORA2A	1.2512
EED	1.2508
TMPRSS9	1.2505
AUP1	1.2503
LIMS3	1.2501
ITK	1.2497
PMCHL1	1.2491
CFAP221	1.249
NEU1	1.2489
GABRG2	1.2483
HRK	1.2481
F2RL2	1.2466
KREMEN1	1.2462
DIRAS2	1.2457
TPP2	1.2456
CCNB1IP1	1.2451
PCDHA10	1.2442
CCDC28A	1.2441
FOXP3	1.2433
YIPF5	1.2427
FZD9	1.2419
ACTN2	1.2414
RN7SL670P	1.2411
PSMB4	1.2407
HSPA13	1.2405
LOC101928855	1.2397
GCM1	1.2393
BCL2L2	1.239
PSMC1P1	1.2383
RAB10	1.2383
PHRF1.1	1.2382
MUC17	1.2374
KCNQ1OT1	1.2367
CCZ1B	1.2364
LOC105379252	1.2353
WNT10A	1.2338
RASL10B	1.2324
RN7SL850P	1.232
NRG1	1.23
PDPK1	1.2298
RBM15B	1.2296
CA12	1.2281
HAND2	1.2277
LOC101927692	1.2268
CACNG5	1.2263
SYT2	1.2254
LINC01609	1.2253
RORB	1.2253
CAP2	1.225
LINC01551	1.2245
CFAP92	1.2237
WFDC3	1.2237
TCTE1	1.2232
PLD2	1.2223
ZNF85	1.2218
CNN1	1.2215
SNORD62A	1.2215
SCN1A-AS1	1.2195
ATP11A-AS1	1.2182
GXYLT1	1.2161
BARX2	1.2158
IFI27	1.2149
SLC22A11	1.2146
DDX10	1.2137
ZNF28	1.2129
LOC730100	1.2125
ZNF347	1.2105
CNGB1	1.2104
STAG3L5P	1.2103
RASGRP3	1.2097
LINC01902	1.2095
RALY	1.2092
MVD	1.2088
SNRPG	1.2084
GAN	1.2075
URM1	1.2056
DNAL1	1.2055
LINC01858	1.2051
HGS	1.2041
DNAH1	1.2038
LOC100533848	1.2026
PIGT	1.202
ID1	1.201
TMEM68	1.1998
S100A9	1.199
LOC100419932	1.1986
LOC101927189	1.1985
METTL25	1.196
TRIP6	1.1956
ADAM28	1.1954
HNRNPH1P1	1.1953
NKX2-4	1.1948
SNX25	1.1945
TOMM70	1.194
LINC02261	1.1934
MAF1	1.1933
DIO2	1.1927
HTR5A-AS1	1.1926
KRT15	1.1921
WASH9P	1.1916
AKAP5	1.1908
STK35	1.1906
FRMD6-AS1	1.1899
CMC2	1.1897
RNF122	1.1897
LARS2	1.1881
LINC00547	1.188
NOL6	1.1875
FBLIM1	1.1867
DDIT3	1.1863
KIFC1	1.1856
SDHAP2	1.1832
ATXN1	1.183
PDP1	1.1829
SLC44A2	1.1824
MNAT1	1.182
SDAD1	1.1816
IFT88	1.1807
SPAG5	1.1802
MKRN1	1.1801
SLC24A4	1.1778
CDH17	1.1769
C12orf60	1.1742
APTR	1.1739
CA5A	1.1701
RPL21P122	1.17
TLR10	1.17
GNRHR2	1.1698
DBF4B	1.1696
ZNF808	1.1695
HECTD1	1.1694
ITPA	1.1686
HRG	1.1681
COL8A1	1.167
ASB6	1.1669
NDUFA6	1.1668
ZPLD2P	1.1653
SLC7A5	1.1647
GRK3	1.1647
CXorf38	1.1647
PCDHA4	1.1637
COPB2	1.1635
GK	1.1628
SENP6	1.1627
CDH1	1.1623
DENR	1.1605
GNL1	1.1601
LOC284395	1.1597
CFAP91	1.1597
LRRD1	1.1592
GNLY	1.1586
VARS1.1	1.1584
RHD	1.158
ZNF416	1.1571
ITIH5	1.157
LITAFD	1.1561
GNG10	1.1544
SULT1B1	1.1544
IGF1R	1.1539
LHX2	1.1531
RASEF	1.1527
ATP10B	1.1527
TEN1-CDK3	1.1525
CA14	1.1524
INTU	1.1518
PLPP6	1.1503
ATP6V1G1	1.15
FAM187A	1.1484
LAMB4	1.1472
MGAT4B	1.1471
MIR2052HG	1.1464
PTGDS	1.1463
ICE1	1.1456
PAPSS2	1.1433
APOOL	1.1398
SETBP1	1.139
CHURC1	1.1374
LINC00269	1.1374
PHLDB2	1.1368
RAB23	1.1368
PRKD2	1.1357
CEACAM22P	1.1345
GPANK1	1.1345
BEND7	1.134
FBXO6	1.1335
SOX2-OT	1.1332
TTC28	1.1331
LCTL	1.1329
CERS6	1.1328
NOL10	1.1315
PLXNA1	1.1315
HLA-V.1	1.131
FCF1	1.1307
KIRREL3	1.1306
PCGF6	1.13
GPATCH4	1.1297
DSC2	1.1284
TBC1D3B	1.1282
ZBTB25	1.1274
PIGC	1.1274
FCN1	1.1258
RSPH10B2	1.1258
PDE3B	1.1243
MRPS6	1.1235
DDX39A	1.1227
CERS4	1.122
KCNC2	1.121
TEPSIN	1.1209
ZNF579	1.12
CDC20B	1.1185
SLC26A8	1.1185
APOE	1.1176
SF3B3	1.1175
TIMM23B-AGAP6	1.1166
GYG2P1	1.1156
SLC6A4	1.1137
CCNDBP1	1.1135
SPTB	1.113
GALNT4	1.112
DPP10	1.1114
CPNE4	1.1103
ADGRG1	1.1082
ZG16	1.1067
LINC01205	1.1063
EIF5A	1.1062
LMNTD2-AS1	1.1054
TOE1	1.1052
LOC643802	1.1048
FBH1	1.1047
C7	1.1046
RASGRF1	1.1043
BDP1	1.104
PIAS2	1.1031
MRPS10	1.1028
ARHGAP27.1	1.1028
GABRG3	1.1025
USP28	1.1015
ANKRD34A	1.1013
C14orf119	1.101
SHOX	1.1005
CDC14B	1.1
C2orf83	1.0998
TDGF1P3	1.0997
WBP1L	1.0993
BAG5	1.0988
ATP6V1B1	1.0969
NOD2	1.0966
COX7A2	1.0965
THAP1	1.0965
PCMT1	1.0957
SPP1	1.0952
SEC31A	1.0949
SCG3	1.0936
CNIH2	1.0934
LOC644135	1.0926
TINCR	1.092
AK6.1	1.0919
NUP88	1.0918
ZBTB8B	1.091
ACACA	1.0899
ZNF142	1.0862
CCDC158	1.0846
PFDN1	1.0823
FAM47E	1.0815
SUZ12	1.0801
ADGRL3	1.0791
SLC44A4	1.0789
EIF1AY	1.0787
TTLL1-AS1	1.0784
IGF2BP1	1.0782
SLC4A8	1.0771
SNHG11	1.0769
DRG2	1.0766
RSRP1	1.0753
CHRM4	1.0742
PDE6D	1.0735
RILPL1	1.0734
CDC42EP4	1.073
FFAR1	1.0714
LINC01087	1.071
ADGRG2	1.0696
LRRC1	1.0684
SPAAR	1.0682
LOC652549	1.0681
CTSO	1.068
NEK10	1.0661
WDR73	1.0661
HERC5	1.0659
SRSF7	1.0652
NRAV	1.0646
RN7SL784P	1.0637
LPIN2	1.0637
HIPK1-AS1	1.0617
RGP1	1.0615
DAPK3	1.0591
UTP4	1.059
ADRM1	1.0589
LTBP2	1.0588
TATDN2	1.0586
POLR2J2	1.0584
EYS	1.0577
SEPTIN14	1.0564
UNC80	1.0558
STAP1	1.0553
FAM131A	1.052
CYB5D2	1.0513
CDC23	1.0501
NPIPB6	1.0495
JAZF1	1.0495
RN7SL387P	1.0484
LINC01638	1.0481
SDHAP1	1.0471
CHCHD3	1.047
ZNF324	1.0463
CADM4	1.0457
LOC100288748	1.0451
POT1-AS1	1.0432
CYP21A2	1.0426
RPL23AP21	1.0394
ESYT2	1.0393
ZNF131	1.0393
LINC01091	1.039
HLA-F	1.0387
METTL21A	1.0376
NPHP3-ACAD11	1.0365
SLC6A10P	1.034
CYP2D6	1.0333
LOC729998	1.032
ACBD7	1.0315
ASF1A	1.0314
ABCG1	1.0312
TNFSF13B	1.031
GRHL3	1.031
RN7SL744P	1.0309
POMT2	1.0309
LINC01634	1.0304
SPATA17	1.0302
KIAA0513	1.0292
CEP112	1.0291
LOC154761	1.0288
LINC01285	1.0278
EIF4A3	1.0269
PIAS4	1.0268
ZNF667	1.0267
SLC30A9	1.0241
C17orf49	1.0238
SPDYE1	1.0226
GOLGA6L9.1	1.0219
LOC100129844	1.021
MPP4	1.0207
BATF2	1.0204
LINC02271	1.0195
GPR68	1.0193
RPL26L1	1.0185
FHL3	1.0182
DNAH12	1.0165
SLC25A46	1.0161
CHD3	1.0149
MYZAP	1.0145
TERB2	1.0132
INO80C	1.0131
ZNF682	1.0131
NEK5	1.0129
SP140	1.0114
ZNF273	1.011
HTR3B	1.0109
TIA1	1.0101
GALNT2	1.01
ACVR1	1.0096
RN7SL644P	1.0094
AGER	1.0092
FUBP1	1.009
CFAP45	1.0087
LINC01873	1.0081
LOC101929066	1.0078
PFN1P2	1.0077
TNS4	1.0071
TARS3	1.006
DUSP22	1.0049
LINC00924	1.0041
CAMKV	1.0039
SEC14L1P1	1.0034
DISC1-IT1	1.0031
MIGA1	1.0027
BAG6.1	1.0019
ARMCX6	1.0015
AP4B1-AS1	1.0009
MTERF4	0.9996
SYDE2	0.9995
LOC101927476	0.9979
LINC02071	0.9977
ITPRIPL2	0.9973
CLEC18A	0.997
LPAR2	0.9965
LINC01429	0.9946
SH3BP5-AS1	0.9938
SLC35B3	0.9938
SQLE	0.9932
ATP13A1	0.9917
CCR4	0.9914
IFITM3	0.9914
PGM5P2	0.9913
SCGB2B2	0.9907
ERCC8	0.9899
EFCAB6	0.9897
TDO2	0.9892
GPR158	0.9892
CATSPERG	0.9889
CRKL	0.9886
CILK1	0.9884
ZNF350-AS1	0.9879
RAPGEFL1	0.9874
RP1L1	0.9866
PPIAL4G	0.9855
AXL	0.9849
GPR35	0.9849
TAF11	0.9832
KCNE1	0.983
SORBS2	0.983
RN7SL391P	0.9828
CHIAP2	0.9819
PART1	0.9815
GALE	0.9807
SMCR5	0.9803
SALL4	0.9803
RN7SL693P	0.9793
ZNF493	0.9789
PTGER3	0.977
KIAA1143	0.9765
SH3TC1	0.9756
SRGAP3	0.9754
SLC18A1	0.9751
CSNK2B.1	0.9741
FAM47E-STBD1	0.9736
MED19	0.9732
SCAF11	0.9731
EFR3B	0.9728
RN7SL405P	0.972
ZC3H7B	0.9707
DDX39B.2	0.9689
STRA6	0.9683
CCDC71L	0.9671
NKAPD1	0.9665
YIF1A	0.965
LACTB2-AS1	0.9636
RANBP6	0.9631
NOXO1	0.9627
RGS5	0.9616
ALMS1-IT1	0.9609
CCDC200	0.9602
SYP	0.9586
SLC16A4	0.9576
DGAT2	0.9572
TIE1	0.9567
DHRS13	0.9567
KDM1B	0.9562
LINC01535	0.9559
ATP6V1G2	0.9555
NOTCH4.3	0.953
BNIP3P28	0.9529
MAPK1	0.9526
KLHL11	0.9501
H4-16	0.9497
ZNF736	0.9496
SESN2	0.949
SLCO1A2	0.9487
PNPLA2	0.9486
RN7SL619P	0.9485
NUBP1	0.9483
STK11IP	0.9471
FASTKD2	0.9469
TMEM52B	0.9463
AP4S1	0.9454
LOC102724719	0.9451
WASF2	0.945
SRGAP2C	0.9445
SCARNA13	0.9436
PGBD5	0.9432
XKR9	0.9421
DYDC1	0.9421
LINC02523	0.9412
C2CD3	0.9405
ELFN1	0.9405
COL11A2	0.9384
TGFB3	0.9373
LINC01503	0.9361
PMPCB	0.9357
RXRB.1	0.9355
MIER2	0.9355
LINC02388	0.9354
KSR1	0.9352
CPB2-AS1	0.9331
ARRDC3-AS1	0.9327
CLEC16A	0.9327
IKZF4	0.9327
STKLD1	0.9324
COL27A1	0.9319
TARDBP	0.9317
DDX25	0.9296
RGL2.1	0.9293
EDA	0.9287
RPS9	0.9275
NRXN1	0.9275
GCNT2	0.927
FAM229A	0.9267
RRH	0.9266
FOXP2	0.9266
LSMEM1	0.9259
MAP1S	0.9255
DDX42	0.9249
EXT2	0.9233
P3H2-AS1	0.9228
SPRY2	0.9227
TTC22	0.9226
TCEA1	0.9211
RNFT1-DT	0.9207
HTRA3	0.9196
ABCG2	0.9179
CENPW	0.9173
ARL6IP1	0.9167
RPL7P9	0.9157
COL12A1	0.9147
SYT12	0.9145
NLRP1	0.9144
PCDH11Y	0.9135
TTLL10	0.9122
TNFRSF1B	0.9107
RCOR3	0.9104
DPH1	0.9103
OR7D2	0.9099
G3BP2	0.9091
ITPRID2	0.906
SLC38A7	0.9056
VARS1.3	0.9055
TMPRSS4	0.9051
LINC02624	0.9041
MIR570	0.9037
RBM42	0.9024
ERGIC2	0.9022
ZFYVE9	0.9016
DNMBP-AS1	0.9014
NOL4L	0.9013
WDR97	0.9001
NDST3	0.9001
MAP2K2	0.8997
LINC00668	0.8997
SDCBP2	0.8966
LINC01239	0.8961
LMAN1	0.8956
CUL5	0.8955
CNR2	0.8946
NOTCH4	0.8939
LIN54	0.8936
ZNF724	0.8933
LSP1	0.893
ASIC4	0.8928
ZCWPW2.1	0.8924
HINFP	0.892
SUPT5H	0.8911
ZNF791	0.8903
KIAA1210	0.8899
HMGB3	0.8886
VPS25	0.8884
C5AR1	0.8883
FOXP1-AS1	0.8872
LOC101927131	0.8864
LINC01411	0.885
GABRR2	0.8846
SLC12A6	0.8825
LOC100506083	0.882
RASA4B	0.8819
UTP14A	0.881
LINC00970	0.8808
ARMC5	0.8796
RGS22	0.8795
PRH1.3	0.8793
CDKL3	0.8789
ARF6	0.8787
MT1E	0.8785
PLOD1	0.8783
RHOA	0.8779
MIR186	0.877
FAHD2A	0.8766
OAZ3	0.8761
TMEM222	0.8755
H3C6	0.8739
RERG	0.8732
MGAM2	0.8724
A1BG-AS1	0.8719
FARP1	0.8714
RBP4	0.8707
LSM6	0.8703
LAMP2	0.8701
RBP1	0.8691
LOC284379	0.8689
LRRC56.1	0.8686
CELA2A	0.8681
LOC101928118	0.8679
CD24	0.867
ZNF45	0.8656
CCDC103	0.8649
SCAMP2	0.8644
LANCL3	0.8628
LINC02172	0.8624
BAZ1B	0.8617
RNF213-AS1	0.8615
CRIP1	0.8613
KCNH6	0.8595
BAALC	0.8587
SLC35A4	0.8577
TCEANC	0.8577
PSME1	0.8575
MRPL50	0.8567
SHCBP1L	0.8563
MED30	0.8563
LOC339059	0.8553
FLJ31356	0.8549
POU5F1B	0.8547
DELEC1	0.8544
FAM83F	0.853
RASA1	0.853
TMEM98	0.8525
RAB1B	0.8519
RN7SL477P	0.8518
HERPUD2	0.8514
LAMA5	0.8504
CANX	0.8503
NOS1	0.8499
FAM222B	0.8493
LINC01366	0.8487
TGOLN2	0.8487
GPRASP2	0.8478
CDH6	0.8476
MT1F	0.8472
OTX2-AS1	0.8469
TSC22D4	0.846
ZNF567	0.8458
JAGN1	0.8439
HOPX	0.8427
LMTK2	0.8413
CKAP2L	0.8399
PRDX6	0.8395
NEUROD2	0.8393
EXTL3-AS1	0.8391
MAGEA10	0.8382
NOXRED1	0.8378
GRAMD4P3	0.8371
PMCHL2	0.8362
VPS41	0.8355
PPP3CB	0.8351
DALRD3	0.835
LMLN-AS1	0.8339
SLC35F1	0.8338
SHANK2	0.8337
ITGB2	0.8336
