GO.ID	Description	p.Val	FDR	Phenotype	Genes
PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	Protein Synthesis: Glycine	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	Protein Synthesis: Histidine	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	Protein Synthesis: Leucine	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	Protein Synthesis: Threonine	0.0471666722258201	0.0471666722258201	+1	58
PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	Protein Synthesis: Glutamic Acid	0.0471666722258201	0.0471666722258201	+1	58
CIRCADIAN RHYTHM%GOBP%GO:0007623	circadian rhythm	0.0472195123743801	0.0472195123743801	+1	70
TRANSCRIPTION COREGULATOR BINDING%GOMF%GO:0001221	transcription coregulator binding	0.0472195123743801	0.0472195123743801	+1	70
CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216	cellular response to biotic stimulus	0.0474117243291008	0.0474117243291008	+1	102
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031110	regulation of microtubule polymerization or depolymerization	0.0487107440296671	0.0487107440296671	+1	64
CELLULAR RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0071356	cellular response to tumor necrosis factor	0.0487107440296671	0.0487107440296671	+1	64
REGULATION OF CELL MORPHOGENESIS%GOBP%GO:0022604	regulation of cell morphogenesis	0.0491338849775877	0.0491338849775877	+1	119
TRNA METABOLIC PROCESS%GOBP%GO:0006399	tRNA metabolic process	0.0491338849775877	0.0491338849775877	+1	119
