"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0010232","vascular transport","BP",73,32,21,0.0270608246690884,0.872707843882431
"GO:0015711","organic anion transport","BP",307,121,109,0.00557100533253124,0.357704799935312
"GO:0015748","organophosphate ester transport","BP",126,41,55,0.524383860786971,0.0188157090057899
"GO:0015849","organic acid transport","BP",242,91,85,0.0498841090992034,0.426635115145386
"GO:0015865","purine nucleotide transport","BP",32,9,16,0.757727258048689,0.0493550412445069
"GO:0015868","purine ribonucleotide transport","BP",28,8,13,0.733784970273801,0.127104801576143
"GO:0015884","folic acid transport","BP",6,1,1,0.90497510768303,0.920175795894394
"GO:0015886","heme transport","BP",9,5,1,0.131470606017146,0.977456769906058
"GO:0030203","glycosaminoglycan metabolic process","BP",89,31,29,0.351899778348426,0.677050319359588
"GO:0030212","hyaluronan metabolic process","BP",23,8,7,0.482656502731286,0.72632319566054
"GO:0030213","hyaluronan biosynthetic process","BP",11,3,4,0.746355065913352,0.557085077398646
"GO:0034635","glutathione transport","BP",8,4,2,0.240615238909006,0.821543618024194
"GO:0034755","iron ion transmembrane transport","BP",25,10,9,0.271215719466751,0.506890397251106
"GO:0034775","glutathione transmembrane transport","BP",6,3,2,0.302127283260108,0.669163132325233
"GO:0035351","heme transmembrane transport","BP",2,1,0,0.543616888722218,1
"GO:0035461","vitamin transmembrane transport","BP",16,6,3,0.422544781955426,0.950032488317235
"GO:0042908","xenobiotic transport","BP",38,13,17,0.468193920214864,0.120979365983785
"GO:0046942","carboxylic acid transport","BP",241,91,85,0.045209207674015,0.408213063213743
"GO:0051180","vitamin transport","BP",40,17,10,0.118016373906944,0.924987755840147
"GO:0051503","adenine nucleotide transport","BP",32,9,16,0.757727258048689,0.0493550412445069
"GO:0070729","cyclic nucleotide transport","BP",7,2,3,0.719935099717795,0.453396956733059
"GO:0070730","cAMP transport","BP",2,0,1,1,0.56937436103573
"GO:0070731","cGMP transport","BP",1,0,0,1,1
"GO:0072337","modified amino acid transport","BP",39,14,11,0.379046552940665,0.836627276887163
"GO:0098656","monoatomic anion transmembrane transport","BP",101,37,32,0.211804201223043,0.748753557409804
"GO:0098838","folate transmembrane transport","BP",4,1,0,0.791738640788091,1
"GO:0150104","transport across blood-brain barrier","BP",73,32,21,0.0270608246690884,0.872707843882431
"GO:1901264","carbohydrate derivative transport","BP",73,27,23,0.238002022597589,0.736586668084189
"GO:1901678","iron coordination entity transport","BP",11,6,2,0.109080682961197,0.934338714394367
"GO:1903510","mucopolysaccharide metabolic process","BP",76,28,21,0.240310838399353,0.915410886217404
"GO:1903825","organic acid transmembrane transport","BP",122,42,40,0.351211718188015,0.676809297373371
"GO:1905039","carboxylic acid transmembrane transport","BP",121,42,40,0.327713609613705,0.653245773421755
"GO:0006778","porphyrin-containing compound metabolic process","BP",44,17,14,0.233871862744674,0.692747192700446
"GO:0006779","porphyrin-containing compound biosynthetic process","BP",31,12,10,0.284777001938897,0.662950734548981
"GO:0006878","intracellular copper ion homeostasis","BP",15,6,5,0.353174897098241,0.629003519142872
"GO:0006879","intracellular iron ion homeostasis","BP",60,24,19,0.13316798669609,0.715283330350474
"GO:0009636","response to toxic substance","BP",178,55,51,0.697060243076436,0.956713943167105
"GO:0030003","intracellular monoatomic cation homeostasis","BP",386,133,132,0.211274341891729,0.549432153097242
"GO:0032438","melanosome organization","BP",35,7,13,0.965323758904862,0.426801452118632
"GO:0033013","tetrapyrrole metabolic process","BP",53,20,16,0.246265960960898,0.782769826620838
"GO:0033014","tetrapyrrole biosynthetic process","BP",31,12,10,0.284777001938897,0.662950734548981
"GO:0042168","heme metabolic process","BP",37,15,12,0.188828380288051,0.657860616472594
"GO:0046686","response to cadmium ion","BP",47,12,20,0.880577435505614,0.152048167143771
"GO:0048753","pigment granule organization","BP",36,7,13,0.972366145239631,0.475289538116704
"GO:0055070","copper ion homeostasis","BP",18,7,7,0.360222598749826,0.428576957691458
"GO:0055080","monoatomic cation homeostasis","BP",435,148,154,0.253133738857986,0.341151632236042
"GO:0061687","detoxification of inorganic compound","BP",14,3,3,0.88168373002907,0.90861428031841
"GO:0071276","cellular response to cadmium ion","BP",29,5,15,0.979664440260468,0.0406948886205303
"GO:0071585","detoxification of cadmium ion","BP",4,1,0,0.791738640788091,1
"GO:0097237","cellular response to toxic substance","BP",96,27,28,0.845249723493045,0.88317225652456
"GO:0097501","stress response to metal ion","BP",12,3,3,0.801417051586367,0.83810661305854
"GO:0098754","detoxification","BP",103,32,32,0.653198154177982,0.790874760184274
"GO:0098849","cellular detoxification of cadmium ion","BP",3,1,0,0.691698642913413,1
"GO:0140961","cellular detoxification of metal ion","BP",3,1,0,0.691698642913413,1
"GO:1903232","melanosome assembly","BP",19,3,7,0.971300451179607,0.495791705928339
"GO:1990170","stress response to cadmium ion","BP",4,1,0,0.791738640788091,1
"GO:1990748","cellular detoxification","BP",88,25,28,0.821907203193785,0.729609321824605
"GO:0000266","mitochondrial fission","BP",38,13,15,0.468193920214864,0.307113053093195
"GO:0002687","positive regulation of leukocyte migration","BP",116,41,37,0.281646943438226,0.744263860876002
"GO:0002690","positive regulation of leukocyte chemotaxis","BP",72,28,20,0.148270800263477,0.906044039578549
"GO:0006140","regulation of nucleotide metabolic process","BP",39,9,13,0.926283283458787,0.613844164675056
"GO:0006816","calcium ion transport","BP",309,111,111,0.104951572613517,0.301087677677103
"GO:0009199","ribonucleoside triphosphate metabolic process","BP",151,49,40,0.530011845678302,0.985142105639681
"GO:0009205","purine ribonucleoside triphosphate metabolic process","BP",144,45,39,0.650832358417408,0.975504420305923
"GO:0030593","neutrophil chemotaxis","BP",79,35,19,0.0179681158800888,0.982438675600904
"GO:0043653","mitochondrial fragmentation involved in apoptotic process","BP",9,3,3,0.600692842698899,0.648116307395431
"GO:0046034","ATP metabolic process","BP",124,42,33,0.399366065943802,0.974637663423909
"GO:0048311","mitochondrion distribution","BP",15,2,6,0.977185259733748,0.415380027189056
"GO:0048312","intracellular distribution of mitochondria","BP",5,1,1,0.859320975224648,0.878340351966201
"GO:0048511","rhythmic process","BP",221,79,77,0.162515419575254,0.467195350460399
"GO:0050714","positive regulation of protein secretion","BP",113,37,45,0.508235747652166,0.131043479894791
"GO:0050921","positive regulation of chemotaxis","BP",111,38,32,0.377040962911917,0.910603346380913
"GO:0062012","regulation of small molecule metabolic process","BP",260,84,96,0.542275420354269,0.209619175121522
"GO:0070266","necroptotic process","BP",40,18,12,0.0656337445834601,0.770876219334903
"GO:0070584","mitochondrion morphogenesis","BP",21,7,8,0.546948286321111,0.439383490385957
"GO:0071621","granulocyte chemotaxis","BP",93,36,22,0.119161941861165,0.990735483592922
"GO:0071622","regulation of granulocyte chemotaxis","BP",39,14,11,0.379046552940665,0.836627276887163
"GO:0071624","positive regulation of granulocyte chemotaxis","BP",22,12,7,0.0263823124114963,0.676224408533438
"GO:0090022","regulation of neutrophil chemotaxis","BP",29,13,9,0.111470169830283,0.712160352308878
"GO:0090023","positive regulation of neutrophil chemotaxis","BP",22,12,7,0.0263823124114963,0.676224408533438
"GO:0090140","regulation of mitochondrial fission","BP",28,9,11,0.584110493627162,0.357297533287504
"GO:0090141","positive regulation of mitochondrial fission","BP",20,5,8,0.828265101114475,0.376063710802036
"GO:0090148","membrane fission","BP",41,13,17,0.598244635023731,0.212454444713597
"GO:0090149","mitochondrial membrane fission","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0097300","programmed necrotic cell death","BP",50,22,13,0.0575653701935677,0.921720943410464
"GO:0097530","granulocyte migration","BP",114,44,28,0.096658401907014,0.991087628465804
"GO:0140495","migracytosis","BP",3,0,3,1,0.040611530655107
"GO:0160040","mitocytosis","BP",3,0,3,1,0.040611530655107
"GO:1900063","regulation of peroxisome organization","BP",4,1,1,0.791738640788091,0.81458504719227
"GO:1900542","regulation of purine nucleotide metabolic process","BP",38,9,12,0.911176131515543,0.698697460961565
"GO:1902622","regulation of neutrophil migration","BP",40,17,13,0.118016373906944,0.655988945181568
"GO:1902624","positive regulation of neutrophil migration","BP",30,15,11,0.0342910024883092,0.463401325901219
"GO:1903578","regulation of ATP metabolic process","BP",20,4,7,0.92927132075533,0.560260626380964
"GO:1990266","neutrophil migration","BP",98,41,25,0.031596798776499,0.97720263250149
"GO:0009409","response to cold","BP",37,10,17,0.809264621267833,0.0967598507767872
"GO:0003007","heart morphogenesis","BP",194,70,69,0.155764642083295,0.388938003459371
"GO:0008217","regulation of blood pressure","BP",122,43,50,0.282955307567399,0.0753238182625031
"GO:0033198","response to ATP","BP",24,4,12,0.975545865339722,0.0834169820375299
"GO:0045776","negative regulation of blood pressure","BP",33,12,12,0.376462966799218,0.46964067181122
"GO:0046683","response to organophosphorus","BP",101,29,41,0.817955416421681,0.113113529814264
"GO:0048144","fibroblast proliferation","BP",92,32,31,0.351992765990779,0.593699444141843
"GO:0060976","coronary vasculature development","BP",39,12,19,0.646825241371092,0.0451440061695252
"GO:0098659","inorganic cation import across plasma membrane","BP",82,35,28,0.0328993718913255,0.559080939459536
"GO:0098739","import across plasma membrane","BP",141,55,46,0.0584133471675524,0.699261115875514
"GO:0099587","inorganic ion import across plasma membrane","BP",82,35,28,0.0328993718913255,0.559080939459536
"GO:1990573","potassium ion import across plasma membrane","BP",29,14,9,0.0551566871697106,0.712160352308878
"GO:0001659","temperature homeostasis","BP",147,61,43,0.0128147316006944,0.920911846462499
"GO:0002221","pattern recognition receptor signaling pathway","BP",199,56,71,0.917616810085474,0.374260175977274
"GO:0002274","myeloid leukocyte activation","BP",191,68,59,0.19417968015003,0.864097743756499
"GO:0002752","cell surface pattern recognition receptor signaling pathway","BP",54,13,21,0.931296823286968,0.285870710572005
"GO:0006633","fatty acid biosynthetic process","BP",124,41,42,0.474796255367703,0.581005352019343
"GO:0006638","neutral lipid metabolic process","BP",97,35,40,0.252696434440118,0.0946564147363746
"GO:0006639","acylglycerol metabolic process","BP",96,34,40,0.300185669935596,0.082045397929023
"GO:0006641","triglyceride metabolic process","BP",75,28,30,0.215210722868357,0.181926611673291
"GO:0006869","lipid transport","BP",333,123,111,0.0446685040353124,0.67675004835612
"GO:0006907","pinocytosis","BP",20,6,7,0.672952769403344,0.560260626380964
"GO:0006909","phagocytosis","BP",204,67,66,0.477591887058501,0.752518384253158
"GO:0007623","circadian rhythm","BP",153,53,58,0.307159835527171,0.200165792160134
"GO:0009299","mRNA transcription","BP",47,16,17,0.461502133338298,0.45178872888723
"GO:0010565","regulation of cellular ketone metabolic process","BP",105,37,39,0.302271274389406,0.307376477949425
"GO:0010742","macrophage derived foam cell differentiation","BP",25,8,11,0.593402235794352,0.208872646728547
"GO:0010743","regulation of macrophage derived foam cell differentiation","BP",20,7,9,0.486429114134893,0.219283621296105
"GO:0010745","negative regulation of macrophage derived foam cell differentiation","BP",11,4,6,0.501829569108526,0.138297966036038
"GO:0010866","regulation of triglyceride biosynthetic process","BP",17,6,8,0.490715963748094,0.196814352901175
"GO:0010867","positive regulation of triglyceride biosynthetic process","BP",12,5,4,0.343150489536964,0.6363642485289
"GO:0010874","regulation of cholesterol efflux","BP",33,12,13,0.376462966799218,0.330383625807845
"GO:0010875","positive regulation of cholesterol efflux","BP",23,8,9,0.482656502731286,0.389223525463601
"GO:0010876","lipid localization","BP",377,136,129,0.0719668398367654,0.545914961571152
"GO:0010878","cholesterol storage","BP",21,5,11,0.861049644388924,0.0684427852408231
"GO:0010883","regulation of lipid storage","BP",42,13,17,0.638338978933995,0.24845685409671
"GO:0010885","regulation of cholesterol storage","BP",16,4,9,0.814928674389351,0.060147892992975
"GO:0010887","negative regulation of cholesterol storage","BP",10,4,6,0.41642145619552,0.0876942662613955
"GO:0010888","negative regulation of lipid storage","BP",18,8,7,0.199101212827367,0.428576957691458
"GO:0015850","organic hydroxy compound transport","BP",206,70,75,0.342166965601307,0.291541697790343
"GO:0015918","sterol transport","BP",101,35,38,0.352046459353632,0.277295761644036
"GO:0019217","regulation of fatty acid metabolic process","BP",71,23,30,0.548157998288992,0.102304910754525
"GO:0019432","triglyceride biosynthetic process","BP",33,11,15,0.521766483651479,0.124454416328483
"GO:0019915","lipid storage","BP",79,23,33,0.772637628847489,0.103417637328762
"GO:0022600","digestive system process","BP",65,23,21,0.349098058868436,0.681445695639604
"GO:0030100","regulation of endocytosis","BP",238,76,90,0.591524440632999,0.145602011059725
"GO:0030157","pancreatic juice secretion","BP",8,3,4,0.509772210206764,0.280312624328446
"GO:0030301","cholesterol transport","BP",90,31,37,0.379975749199192,0.108902943254132
"GO:0032368","regulation of lipid transport","BP",106,37,37,0.326813216147949,0.490827016868336
"GO:0032369","negative regulation of lipid transport","BP",20,5,9,0.828265101114475,0.219283621296105
"GO:0032370","positive regulation of lipid transport","BP",69,26,22,0.209634272547595,0.710321942253394
